"Descrizione","Tipo","Chiuso","Indirizzo","Cap","Citta","Prov.","lat","long"
"LA PIGNATTA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA ALTO ADIGE, 3",39100,"BOLZANO","BZ",46.4973600099317,11.3551099930681
"LA PIZZETTA BAR","BAR TAVOLA CALDA","MAI","VIA BASTIONI MAGGIORI, 29",39042,"BRESSANONE","BZ",46.7169900130094,11.6554899940526
"LA PLAZA BAR","BAR TAVOLA CALDA","MAI","CORSO ITALIA, 20",39100,"BOLZANO","BZ",46.4989799803584,11.3396899734343
"LA RUSTICA ROSTICCERIA GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DO","VIA PIACENZA, 50",39100,"BOLZANO","BZ",46.4866199840264,11.3210300129471
"LA TOR RISTORANTE","RISTORANTE / PIZZERIA","MER","STRADA COLZ, 9",39036,"BADIA","BZ",46.5884399910404,11.9030599817182
"LA TORCIA PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA DEI CONCIAPELLI, 25",39100,"BOLZANO","BZ",46.4989700058936,11.3575000089395
"LA VECCHIA BOLZANO SELF SERVICE","SELF-SERVICE","DO","PIAZZA DELLA PARROCCHIA, 22",39100,"BOLZANO","BZ",46.4972100157743,11.3533399865745
"LA VECCHIA LOCOMOTIVA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA SAN VALENTINO, 12",39041,"BRENNERO","BZ",47.0042799958048,11.5046399605948
"LAGHETTO SINIGO","RISTORANTE / PIZZERIA","MAI","VIA ENRICO FERMI, 31",39012,"MERANO","BZ",46.6373100069525,11.1739899735777
"LAHNERHOF RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA TUNES, 49",39049,"VIPITENO","BZ",46.8912600059487,11.4107400138913
"LALESSANDRA RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA CASERME, 7",39012,"MERANO","BZ",46.6605300161338,11.1590799927521
"LAMM HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA CITTA' NUOVA, 16",39049,"VIPITENO","BZ",46.8981299814294,11.4314699691867
"LAMM RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA DIGON, 6",39040,"CASTELROTTO","BZ",46.5734300141099,11.6591999920361
"LAMP RESTAURANT","RISTORANTE","S&D","VIA STAZIONE, 9",39030,"VALDAORA","BZ",46.7631927343027,12.0319737263924
"LAMP'L RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","GIO","VIA DOTTOR H. FLORA, 4",39024,"MALLES VENOSTA","BZ",46.6914599932225,10.5440600265488
"LANAHOF BAR RISTORANTE","RISTORANTE","XXX","VIA MARIA HILF STRASSE, 3",39011,"LANA","BZ",46.615779998999,11.1459400184201
"LANDHAUS BAR","BAR TAVOLA FREDDA","MAI","PIAZZA DELLA STAZIONE, 6",39100,"BOLZANO","BZ",46.4970800124561,11.3579900149992
"LANG JAN BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA SAN LORENZO, 13",39031,"BRUNICO","BZ",46.7926099928061,11.9307100362753
"LANTERNE RESTAURANT","RISTORANTE","MAI","VIA SARING, 33",39020,"PARCINES","BZ",46.6657399976001,11.0699100378295
"LATEMAR RISTORANTE","RISTORANTE","LUN","VIA CENTRO, 39",39050,"NOVA PONENTE","BZ",46.409679980208,11.5058799793505
"LATTERIA AGOSTINI GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA RESIA, 84",39100,"BOLZANO","BZ",46.4863699937642,11.318809982072
"LATTERIA DA RAFFAELE ANGELA E DANIEL","GASTRONOMIA/ROSTICCERIA","DOM","VIA NAPOLI, 3",39100,"BOLZANO","BZ",46.4929800045178,11.3433800224882
"LE BON BAR PIZZERIA RISTORANTE","RISTORANTE","DOM","VIA ROMA, 76",39100,"BOLZANO","BZ",46.4907399828037,11.3418199826692
"LE BON BAR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA ROMA, 76",39100,"BOLZANO","BZ",46.4907399828037,11.3418199826692
"LE BONTA'","BAR TAVOLA FREDDA","MAI","VIA ASLAGO, 54",39100,"BOLZANO","BZ",46.4822699858259,11.3433299825263
"LEBENSMITTELGESCHAST JOCHER BAR","BAR TAVOLA CALDA","XXX","VIA CENTRALE, 27",39042,"BRESSANONE","BZ",46.6994199933016,11.6759499682467
"LEITNER HOTEL","BAR TAVOLA FREDDA","DOM","VIA KATHARINA LANZ, 83",39037,"RIO DI PUSTERIA","BZ",46.7977600017552,11.6683599872833
"LEONE D'ORO RISTORANTE","RISTORANTE","LUN","PIAZZA CENTRALE, 4",39035,"MONGUELFO TESIDO","BZ",46.7565199903941,12.1054299697771
"LEONE D'ORO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA CENTRALE, 32",39031,"BRUNICO","BZ",46.7958899991568,11.9388699866547
"LESS IS MORE BAR","BAR TAVOLA FREDDA","DOM","CORSO DELLA LIBERTA', 31",39100,"BOLZANO","BZ",46.5013000073383,11.3415199943546
"LEVINAS SNACK & BAR","BAR TAVOLA CALDA","MAI","PIAZZA ANGELA NIKOLETTI, 6",39100,"BOLZANO","BZ",46.4876350000001,11.3436766670001
"LEX HOTEL RISTORANTE","RISTORANTE","MAR","LOCALITA PRATI, 104",39040,"VAL DI VIZZE","BZ",46.90108,11.47078
"L'FANA' RISTORANTE","RISTORANTE","MAI","V. CENTRALE, 58",39036,"BADIA","BZ",46.5846550000001,11.911595135
"LIBERTY CAFE'","BAR TAVOLA FREDDA","S&D","V. LEONARDO DA VINCI, 16",39100,"BOLZANO","BZ",46.4990800183728,11.3497899991226
"LIFTSTUBERL RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA MARINZEN, 35",39040,"CASTELROTTO","BZ",46.5635200061666,11.5627399606457
"LIGHTCAFE 42 & RESTAURANT","RISTORANTE","DOM","VIA ORAZIO, 42",39100,"BOLZANO","BZ",46.4976799890854,11.3411800243618
"LILIE HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA CITTA' NUOVA, 49",39049,"VIPITENO","BZ",46.8968499809955,11.4320499968864
"LITALISSIMO RISTORANTE","RISTORANTE","MAI","VIA SAN VALENTINO, 9",39041,"BRENNERO","BZ",47.0044299899621,11.505479994931
"LIVING LOUNGE BAR","BAR TAVOLA CALDA","XXX","VIA BASTIONI MAGGIORI, 12",39042,"BRESSANONE","BZ",46.7172099960582,11.65650998785
"LO SPUNTINO TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA ROMA, 53",39100,"BOLZANO","BZ",46.4923700115142,11.3416000415299
"LO STUZZICHINO BAR","BAR TAVOLA CALDA","MAI","VIA SAN QUIRINO, 3",39100,"BOLZANO","BZ",46.4988200117363,11.3450999890198
"LODENWIRT  RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA PUSTERIA, 1",39030,"VANDOIES","BZ",46.8145285314359,11.7534270297924
"LOEWEN RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA DOTTOR JOSEF WEINGARTNER, 20",39022,"LAGUNDO","BZ",46.6795900029501,11.1357300221621
"LOEWENGRUBE BAR RISTORANTE","RISTORANTE","MAI","PIAZZA DELLA DOGANA, 3",39100,"BOLZANO","BZ",46.5003399860581,11.3606100302937
"LOEWENGRUBE RISTORANTE","RISTORANTE","DO","PIAZZA DELLA DOGANA, 3",39100,"BOLZANO","BZ",46.5003399860581,11.3606100302937
"LONDRA BAR","BAR TAVOLA CALDA","DOM","VIA DANTE, 1",39100,"BOLZANO","BZ",46.4974699805013,11.3493800402383
"LONG DA RISTORANTE CINESE","RISTORANTE / PIZZERIA","XXX","VIA PALERMO, 11",39100,"BOLZANO","BZ",46.4928312841767,11.332883136588
"LORENZ RESIDENCE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA FAERBER, 5",39041,"BRENNERO","BZ",46.9355999803802,11.4461600088729
"LOWENWIRT RISTORANTE","RISTORANTE","MER","V. SAN GIUSEPPE, 26",39030,"SESTO","BZ",46.6887000001449,12.3670900204997
"L'ULIVO PIZZERIA KEBAB","TAKE AWAY / PIZZ. ASPORTO","MAI","VIALE DUCA AMEDEO D' AOSTA, 77",39100,"BOLZANO","BZ",46.4966700116622,11.339229974588
"LUNAS RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA PIAVE, 15",39100,"BOLZANO","BZ",46.5001899919008,11.3578200300028
"L'UNIVERSO BAR PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA CENTRALE, 55",39031,"BRUNICO","BZ",46.7955199800411,11.9373800195462
"MAGDALENER HOF HOTEL RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA RENCIO, 48",39100,"BOLZANO","BZ",46.4984400181558,11.3759199955389
"MAHARAJA BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA ORAZIO, 42",39100,"BOLZANO","BZ",46.4976799890854,11.3411800243618
"MAIR EGON MARKET","MARKET CON GASTR./SUPERMERCATO","DOM","SCHLOSSERGASSE, 3",39040,"NAZ-SCIAVES","BZ",46.75466000417,11.6772500014292
"MALU' BAR","BAR TAVOLA FREDDA","MAI","VIA SASSARI, 51",39100,"BOLZANO","BZ",46.4883699996808,11.3201299641841
"MAMMA MIA FAST FOOD","FAST FOOD","MAI","VIA ROMA, 66",39100,"BOLZANO","BZ",46.4912799869158,11.341550001568
"MAMMALENA PIADINERIA BAR","BAR TAVOLA CALDA","XXX","CORSO DELLA LIBERTA', 40",39100,"BOLZANO","BZ",46.5015899792787,11.3408999849767
"MAMMAMIA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","DO","VIA ROEN, 41",39100,"BOLZANO","BZ",46.4971100196695,11.335830023203
"MANA' FOOD DRINK","BAR TAVOLA FREDDA","MAI","VIA INNSBRUCK, 29",39100,"BOLZANO","BZ",46.4936349683707,11.3812865969869
"MANAGER'S BAR","BAR TAVOLA CALDA","DOM","VIA DEL RONCO, 25",39100,"BOLZANO","BZ",46.4923400043008,11.3265700318509
"MANDELHOF HOTEL RISTORANTE","RISTORANTE","XXX","MUHLWEG, 8",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4631799917962,11.2784099631376
"MANIA PIZZA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","DOM","CORSO DELLA LIBERTA', 89",39012,"MERANO","BZ",46.6707600032309,11.1588899750071
"MANUS BAR RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA ALESSANDRO VOLTA, 3",39100,"BOLZANO","BZ",46.4788391577183,11.3362116822275
"MARCO POLO FAST FOOD RISTORANTE","RISTORANTE","DO","PASSEGGIATA GROSS GERAU, 5/C",39031,"BRUNICO","BZ",46.7971699995907,11.9385799728048
"MAREST CATERING SRL","UFFICIO","MAI","VIA MARIE CURIE, 11",39100,"BOLZANO","BZ",46.4705900132985,11.3252099842416
"MARI DRIVE BAR RESTAURANT SELF SERVICE","RISTORANTE","DOM","V. G. CAPUONI, 1",39100,"BOLZANO","BZ",46.4778499987339,11.3341699872791
"MARI FLY BAR RISTORANTE SELF SERVICE","RISTORANTE","DOM","V. F. BARACCA, 1",39100,"BOLZANO","BZ",46.4663478614484,11.3309535298948
"MARIA THERESIA HOTEL RISTORANTE","RISTORANTE / PIZZERIA","XXX","VIA NAZIONALE, 15",39028,"SILANDRO","BZ",46.6258799827778,10.7800800030958
"MARIO GELATERIA BAR","BAR TAVOLA FREDDA","MAI","VIA SANTA GELTRUDE, 48",39100,"BOLZANO","BZ",46.4868900070371,11.3483799953705
"MARKUS WALDTHALER BAR","RISTORANTE / PIZZERIA","MAI","PIAZZA DOTTOR KARL WEISER, 1",39018,"TERLANO","BZ",46.53623,11.249434471
"MARLY ALBERGO RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA JOHN FITZGERALD KENNEDY, 280",39055,"LAIVES","BZ",46.4208999957987,11.3318900257963
"MARLY BAR","BAR TAVOLA FREDDA","MAI","VIA JOHN FITZGERALD KENNEDY, 280",39055,"LAIVES","BZ",46.4208999957987,11.3318900257963
"MARYLIN BAR","BAR TAVOLA CALDA","XXX","VIA DELLA POSTA, 12",39100,"BOLZANO","BZ",46.4979099885085,11.3526899699833
"MASO DELLA PIEVE PIZZERIA RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA MASO DELLA PIEVE, 9",39100,"BOLZANO","BZ",46.4707900055082,11.3370999653531
"MATRIOSKA E DELIZIE RUSSE","GASTRONOMIA/ROSTICCERIA","MAI","VIA ROMA, 84",39100,"BOLZANO","BZ",46.4901900042268,11.3417800009911
"MATTEI CAFFE' BAR","BAR TAVOLA CALDA","DOM","PIAZZA DELLA PARROCCHIA, 2",39100,"BOLZANO","BZ",46.497510004089,11.3548700191802
"MATTEOTTI KEBAB","FAST FOOD","MAI","PIAZZA GIACOMO MATTEOTTI, 1",39100,"BOLZANO","BZ",46.4900100028561,11.3362699893006
"MAURICE BAR","BAR TAVOLA FREDDA","DOM","VIA DEGLI OLMI, 1",39040,"ORA","BZ",46.3478300004955,11.2976600096084
"MAUSEFALLE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA WIESENHOF, 64",39032,"CAMPO TURES","BZ",46.9168800054662,11.9575499798905
"MAXI BISTRO","BAR TAVOLA CALDA","DOM","V. ISARCO, 3",39040,"BESSANONE","BZ",46.735420015983,11.6470599787529
"MAXI DRINK & LUNCH BAR","BAR TAVOLA CALDA","XXX","VIA ISARCO, 1",39040,"VARNA","BZ",46.7353799923953,11.6465699726932
"MC DONALD'S FAST FOOD","FAST FOOD","","PIAZZA DELLA PARROCCHIA, 4",39100,"BOLZANO","BZ",46.497959986561,11.3540299848439
"MC DONALD'S FAST FOOD","FAST FOOD","MAI","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"MEBO RAST  BAR","BAR TAVOLA CALDA","DOM","STRADA STATALE 38 MEBO 2, SNC",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4843108881061,11.2944177145855
"MEBO SUD RISTORANTE","RISTORANTE","MAI","VIA NALLES, 30",39018,"TERLANO","BZ",46.555979981346,11.219639997566
"MEDITERRANEO BISTRO' RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA MAINARDO, 22",39012,"MERANO","BZ",46.6728600052525,11.1588599677937
"MEETING","RISTORANTE","DOM","GALL. SERNESI, 19",39100,"BOLZANO","BZ",46.4985299978864,11.3517299906126
"MEHMOOD FOOD","GASTRONOMIA/ROSTICCERIA","DOM","V. RESIA, 144",39100,"BOLZANO","BZ",46.48451000754,11.3200700335764
"MEITINGER CAFE' BAR","RISTORANTE / PIZZERIA","DO","VIA COLLINA D'ARGENTO, 1",39018,"TERLANO","BZ",46.53623,11.249434471
"MENSA  ARMA SINIGO","MENSA RISERVATA","MAI","VIA MONTECATINI, 16",39012,"MERANO","BZ",46.6256900069423,11.1835500370634
"MENSA BTC INTERNA CANTIERE EGEA GLOBAL SERVICES","MENSA RISERVATA","","S.S. 12 KM 496, SNC",39040,"CAMPO DI TRENS","BZ",46.8625206277769,11.509768953923
"MENSA CAMPO BASE ISARCO","MENSA RISERVATA","XXX","LOCALITA PIE DI SOPRA, SNC",39045,"FORTEZZA","BZ",46.798755,11.555474643
"MENSA COOPERATIVA MIOSOTIS","MENSA","DOM","V. CAPITELLO, 16",39040,"ORA","BZ",46.3460302110425,11.2978692531221
"MERANER CAFE","BAR TAVOLA CALDA","DOM","VIA DEI BOTTAI, 24",39100,"BOLZANO","BZ",46.5002899880057,11.3567299634948
"MERANER INN RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA NAZIONALE, 88",39012,"MERANO","BZ",46.6331499845875,11.1779500037329
"MERANO 2000 BAR","BAR TAVOLA FREDDA","MAI","VIA OSWALD VON WOLKENSTEIN, 35",39012,"MERANO","BZ",46.6631400150541,11.1503100074596
"MERCATO BAR RISTORANTE","BAR TAVOLA CALDA","S&D","VIA DEL MACELLO, 27",39100,"BOLZANO","BZ",46.4940300055286,11.3683799707184
"MESSNERWIRT HOTEL RASTAURANT","RISTORANTE / PIZZERIA","MAI","VICOLO CHIESA, 7",39030,"VALDAORA","BZ",46.7579400105206,12.0405999720286
"METRO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DO","VIALE DRUSO, 339",39100,"BOLZANO","BZ",46.494199990525,11.3186300226108
"METZGEREI FRANZELIN GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA RIO SCALERES, 46",39042,"BRESSANONE","BZ",46.721709988416,11.6525600159786
"MEZOPOTAMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA PALERMO, 72",39100,"BOLZANO","BZ",46.4895800112232,11.3314600341634
"MEZZA LUNA HOTEL RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA FRUNDSBERG, 12",39049,"VIPITENO","BZ",46.8977799950623,11.4308799670222
"MILA BISTRO RISTORANTE","RISTORANTE","MAI","VIA INNSBRUCK, 41",39100,"BOLZANO","BZ",46.493750008053,11.3817699772221
"MILCHBAR","BAR TAVOLA FREDDA","MAI","CORSO DELLA LIBERTA', 146",39012,"MERANO","BZ",46.6709299882273,11.1607500031408
"MIMOSA BAR","BAR TAVOLA CALDA","XXX","VIA PIAVE, 12",39100,"BOLZANO","BZ",46.4997499838936,11.3583699666701
"MINEATALY","MARKET CON GASTR./SUPERMERCATO","DOM","VIA ROMA, 60",39100,"BOLZANO","BZ",46.491389999395,11.3415100198898
"MINI MIX MARKET","MARKET CON GASTR./SUPERMERCATO","MAI","VIALE DRUSO, 199",39100,"BOLZANO","BZ",46.4949399868468,11.3311799947783
"MINI POLI SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","MAI","PIAZZA GIACOMO MATTEOTTI, 5",39100,"BOLZANO","BZ",46.4899900120171,11.3361799676605
"MIRAMONTI TAVERNE GRILL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","V. P.P. RAINER, 23A/B",39038,"SAN CANDIDO","BZ",46.7062819770001,12.31323
"MOIDLSLOKAISCHN RISTORANTE","RISTORANTE","XXX","ZONA ARTIGIANALE, 2",39040,"CAMPO DI TRENS","BZ",46.8915799851025,11.3562999718619
"MOL ZAIR RISTORO ROSTICCERIA","GASTRONOMIA/ROSTICCERIA","LUN","VIA MERCATO VECCHIO, 3",39038,"SAN CANDIDO","BZ",46.7319600082617,12.2836100367287
"MOMO RISTORANTE","RISTORANTE","XXX","PIAZZA DEL TEATRO, 14",39012,"MERANO","BZ",46.6702899880103,11.1594399954935
"MONDSCHEIN","RISTORANTE","MAI","V. STEIN, 20",39025,"NATURNO","BZ",46.6610799947107,11.0376599948097
"MONDSCHEIN KG RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA CAREZZA, 10",39056,"NOVA LEVANTE","BZ",46.4308600017945,11.5425199603394
"MONTANA BISTRO RISTORANTE","RISTORANTE","MAI","ZONA ARTIGIANALE LAHNBACH, 3",39030,"GAIS","BZ",46.8407500000001,11.94865
"MONTENEGRO RISTORANTE","RISTORANTE","MAI","VIA AMEDEO AVOGADRO, 15",39100,"BOLZANO","BZ",46.4862099832325,11.3385500346024
"MOOSERWIRT GASTHAUS","RISTORANTE","MAI","V. PAESE, 10",39010,"MOSO","BZ",46.6056000099543,11.2259600363793
"MR. QEE RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"MR YE RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA AMBA ALAGI, 26",39100,"BOLZANO","BZ",46.4985900123131,11.341359983823
"MS. LIN BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA RESIA, 61",39100,"BOLZANO","BZ",46.4886499971564,11.3178299699527
"MUEHLBACHER KLAUSE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","STRADA MARANZA, 8",39037,"RIO DI PUSTERIA","BZ",46.7987600047136,11.6681800278221
"MURPHY'S PUB","BAR TAVOLA FREDDA","MAI","VIA PARMA, 99",39100,"BOLZANO","BZ",46.4902713020198,11.3203067110838
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA MERCATO VECCHIO, 26",39042,"BRESSANONE","BZ",46.718899997286,11.657359996651
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","XXX","VIA TORRE BIANCA, 10",39042,"BRESSANONE","BZ",46.7171700143801,11.6576800177142
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA DANTE ALIGHIERI, 64",39042,"BRESSANONE","BZ",46.7212199823564,11.6505799589914
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA FIENILI, 9",39042,"BRESSANONE","BZ",46.7179400179153,11.654240000832
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA BASTIONI MINORI, 4",39042,"BRESSANONE","BZ",46.7166000030547,11.6546699924649
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA RONCATO, 2",39042,"BRESSANONE","BZ",46.7146300043513,11.6587499676546
"MUTSCHLECHNER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA TERZO DI SOTTO, 1",39042,"BRESSANONE","BZ",46.7165199977888,11.6607799807846
"NADA MAS RISTORANTE","RISTORANTE","DOM","PIAZZA DELLE ERBE, 43",39100,"BOLZANO","BZ",46.5001399938483,11.3529700093684
"NADIA BAR","BAR TAVOLA FREDDA","DOM","PIAZZA CADONNA, 8",39100,"BOLZANO","BZ",46.5085282234032,11.3469839856453
"NATUR BAR","BAR TAVOLA CALDA","MAI","VIA SIRMIANO, 20",39010,"NALLES","BZ",46.5351299971971,11.1918300162963
"NATURBAR TENNIS BAR","BAR TAVOLA CALDA","MAI","VIA STAZIONE, 35",39010,"GARGAZZONE","BZ",46.5749932856922,11.1994833990942
"NATURCARAVANPARK RISTORANTE","RISTORANTE","XXX","VIA PAESE, 39",39010,"TESIMO","BZ",46.6463023958789,11.2253031831743
"NEUHAUS BAR BISTRO","BAR TAVOLA CALDA","MAI","VIA DOTTOR JOSEF WEINGARTNER, 67",39022,"LAGUNDO","BZ",46.6789899844113,11.1255999892604
"NEUWIRT RISTORANTE","BAR TAVOLA CALDA","SAB","VIA STRADA DEL SOLE, 28",39030,"TERENTO","BZ",46.8239304684563,11.83463943729
"NEW KURDISTAN FOOD RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA DOTTOR JULIUS PERATHONER, 27",39100,"BOLZANO","BZ",46.4968899947111,11.3558200240861
"NEW LIFE BAR","BAR TAVOLA FREDDA","DO","VIA DEL RONCO, 9",39100,"BOLZANO","BZ",46.4921999846083,11.3264999591403
"NEW PIZZA KEBAB SERVICE","FAST FOOD","MAI","CORSO DELLA LIBERTA', 76",39100,"BOLZANO","BZ",46.5020700108735,11.3381099846857
"NEW PUB BAR","BAR TAVOLA FREDDA","MAI","CORSO DELLA LIBERTA', 54",39100,"BOLZANO","BZ",46.5017100081321,11.3404499605952
"NEW SOUL KITCHEN RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA BRUNO BUOZZI, 7",39100,"BOLZANO","BZ",46.4743300184954,11.326280018001
"NO NAME RISTORANTE","RISTORANTE / PIZZERIA","XXX","VIA SCUDERIE, 37",39012,"MERANO","BZ",46.6542199936948,11.1516100406421
"NOISTERIA RISTORANTE","RISTORANTE","XXX","VIA ALESSANDRO VOLTA, 15",39100,"BOLZANO","BZ",46.4792299952727,11.3326500129572
"NON SOLO BAR","BAR TAVOLA FREDDA","MAI","VIA DALMAZIA, 54",39100,"BOLZANO","BZ",46.491930003507,11.3352000393603
"NOODLE BAR BY GRISSINO RISTORANTE","RISTORANTE","MAI","CORSO DELLA LIBERTA', 54",39100,"BOLZANO","BZ",46.5017100081321,11.3404499605952
"NOVESSENTIA HEALTHY MARKET","MARKET CON GASTR./SUPERMERCATO","DOM","CORSO ITALIA, 65",39100,"BOLZANO","BZ",46.49516998627,11.3403900299875
"NOVUM BAR","BAR TAVOLA CALDA","S&D","VIA DEL MACELLO, 49",39100,"BOLZANO","BZ",46.4929900208921,11.3629100245251
"NUIOVO TEATRO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA DELL' ISARCO, 13",39100,"BOLZANO","BZ",46.4960000042319,11.3537299965293
"NUOVA  ANTALYA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA DELLA RENA, 3",39100,"BOLZANO","BZ",46.4983800037291,11.3566100184604
"NUOVA CAPRI PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA RESIA, 67",39100,"BOLZANO","BZ",46.4877799975163,11.318479986544
"NUOVO MILLENNIO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA DOTTOR JOSEF NOLDIN, 2",39055,"LAIVES","BZ",46.4272100182377,11.3371299725665
"NUOVO PARADIES RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","V. ROMA, 76",39100,"BOLZANO","BZ",46.4907399828037,11.3418199826692
"NUSSBAUMER RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA NAZIONALE, 76",39040,"ORA","BZ",46.3684200199174,11.3173599966417
"NUSSBAUMER RISTORANTE","RISTORANTE","MAR","V. STOECKLVATER, 41/A",39040,"NAZ SCIAVES","BZ",46.79020110763,11.663418419333
"OBERRAINDHOLF RISTORANTE","RISTORANTE","MAI","FRAZIONE MADONNA, 49",39020,"SENALES","BZ",46.6845900000001,10.881103291
"OBERSPEISER RISTORANTE","RISTORANTE / PIZZERIA","MAI","KLAUS, 15",39018,"TERLANO","BZ",46.5192635959627,11.2570632802979
"OBERWIRT HOTEL RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA PAESE, 6",39040,"VELTURNO","BZ",46.669829989164,11.59916997496
"OCA BIANCA RISTORANTE","RISTORANTE / PIZZERIA","MAI","PIAZZA DELLE ERBE, 24",39100,"BOLZANO","BZ",46.4994600119532,11.3523299672419
"OLD WILD WEST RISTORANTE","RISTORANTE","MAI","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"OLIMPIA PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA CALDARO, 10",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.448559982911,11.2627300206864
"ORAZIO BAR","BAR TAVOLA FREDDA","DOM","V. ORAZIO, 47",39100,"BOLZANO","BZ",46.4974400151975,11.3409599994034
"ORTLER BAR RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA GLORENZA, 2",39020,"SLUDERNO","BZ",46.6661300075548,10.5820199896498
"ORTLERHOF TRATTORIA","TRATTORIA","MAI","VIA VENOSTA, 15",39028,"SILANDRO","BZ",46.6168499908488,10.7050400090893
"ORTOFFRUTTA TONY SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","MAI","VIALE EUROPA, 154",39100,"BOLZANO","BZ",46.4928300103605,11.3236999843845
"OSTERIA CIVETTA","BAR TAVOLA CALDA","MAI","PIAZZA DELLE ERBE, 33",39100,"BOLZANO","BZ",46.4998499799985,11.3525400177355
"OSTERIA DAI CARRETTAI","RISTORANTE","DO","VIA DOKTOR JOSEPH STREITER, 20",39100,"BOLZANO","BZ",46.5002199991142,11.3550300297118
